code,name,symptoms
100,Nonalcoholic liver disease (NASH),"{'Sharp abdominal pain': '56', 'Upper abdominal pain': '56', 'Nausea': '35', 'Dizziness': '24', 'Diarrhea': '24', 'Weight gain': '17', 'Mouth ulcer': '10', 'Chills': '10', 'Paresthesia': '10', 'Joint pain': '10', 'Nosebleed': '10', 'Regurgitation': '10'}"
101,Hemarthrosis,"{'Knee pain': '92', 'Knee swelling': '64', 'Frequent urination': '36', 'Shoulder pain': '36', 'Ankle swelling': '36', 'Knee lump or mass': '36', 'Abnormal appearing skin': '36', 'Ache all over': '36', 'Knee stiffness or tightness': '36', 'Problems with movement': '36', 'Elbow cramps or spasms': '2', 'Elbow weakness': '2'}"
102,Pelvic organ prolapse,"{'Involuntary urination': '62', 'Frequent urination': '36', 'Symptoms of bladder': '28', 'Retention of urine': '24', 'Suprapubic pain': '17', 'Vaginal pain': '14', 'Pelvic pain': '10', 'Blood in urine': '10', 'Pelvic pressure': '10', 'Vaginal discharge': '8', 'Excessive urination at night': '6', 'Intermenstrual bleeding': '6'}"
103,Fracture of the arm,"{'Arm pain': '61', 'Wrist pain': '58', 'Elbow pain': '39', 'Shoulder pain': '37', 'Wrist swelling': '10', 'Arm swelling': '8', 'Elbow swelling': '6', 'Arm stiffness or tightness': '4', 'Wrist stiffness or tightness': '2', 'Shoulder stiffness or tightness': '1', 'Elbow stiffness or tightness': '1'}"
104,Coagulation (bleeding) disorder,"{'Leg pain': '30', 'Leg swelling': '17', 'Nosebleed': '17', 'Blood in urine': '17', 'Eye redness': '11', 'Melena': '8', 'Lymphedema': '8', 'Hemoptysis': '8', 'Leg cramps or spasms': '4', 'Early or late onset of menopause': '4', 'Knee swelling': '4', 'Vaginal pain': '4'}"
201,Intracranial hemorrhage,"{'Headache': '63', 'Depressive or psychotic symptoms': '32', 'Disturbance of memory': '32', 'Problems with movement': '32', 'Dizziness': '30', 'Seizures': '27', 'Weakness': '25', 'Vomiting': '25', 'Joint pain': '19', 'Abnormal involuntary movements': '19', 'Diminished vision': '16', 'Difficulty speaking': '12'}"
202,Hyperkalemia,"{'Shortness of breath': '52', 'Weakness': '49', 'Nausea': '45', 'Vomiting': '40', 'Dizziness': '36', 'Sharp chest pain': '32', 'Depressive or psychotic symptoms': '24', 'Sharp abdominal pain': '24', 'Feeling ill': '15', 'Decreased heart rate': '12', 'Decreased appetite': '12', 'Difficulty in swallowing': '8'}"
203,Cornea infection,"{'Pain in eye': '80', 'Eye redness': '66', 'Diminished vision': '55', 'Symptoms of eye': '44', 'Foreign body sensation in eye': '39', 'Lacrimation': '32', 'Eye burns or stings': '28', 'Itchiness of eye': '21', 'Spots or clouds in vision': '13', 'Swollen eye': '10', 'Lip swelling': '7', 'Itchy eyelid': '7'}"
204,Abscess of the lung,"{'Cough': '81', 'Sharp chest pain': '72', 'Shortness of breath': '72', 'Hemoptysis': '54', 'Depressive or psychotic symptoms': '54', 'Back pain': '54', 'Drainage in throat': '54', 'Vomiting': '54', 'Headache': '54', 'Itchy eyelid': '5', 'Wrist weakness': '5', 'Excessive growth': '5'}"
205,Dengue fever,"{'Sore throat': '100', 'Fever': '100', 'Shoulder cramps or spasms': '32', 'Ankle pain': '32', 'Wrist pain': '32', 'Pain during pregnancy': '32', 'Joint stiffness or tightness': '32', 'Excessive anger': '32', 'Pain or soreness of breast': '32', 'Knee lump or mass': '32', 'Facial pain': '32', 'Pain in eye': '32'}"
206,Chronic sinusitis,"{'Cough': '75', 'Nasal congestion': '75', 'Headache': '62', 'Sore throat': '59', 'Fever': '48', 'Frontal headache': '40', 'Coryza': '39', 'Ear pain': '39', 'Painful sinuses': '34', 'Sinus congestion': '27', 'Facial pain': '23', 'Congestion in chest': '14'}"
207,Cholesteatoma,"{'Ear pain': '63', 'Diminished hearing': '63', 'Fluid in ear': '34', 'Redness in ear': '34', 'Nasal congestion': '34', 'Mass on ear': '34', 'Plugged feeling in ear': '34', 'Bleeding from ear': '21', 'Skin growth': '21', 'Pus draining from ear': '21', 'Allergic reaction': '21', 'Muscle swelling': '1'}"
208,Volvulus,"{'Sharp abdominal pain': '90', 'Vomiting': '65', 'Constipation': '47', 'Burning abdominal pain': '47', 'Peripheral edema': '47', 'Back pain': '47', 'Nausea': '47', 'Depressive or psychotic symptoms': '47', 'Diarrhea': '47', 'Elbow cramps or spasms': '4', 'Elbow weakness': '4', 'Excessive growth': '4'}"
209,Injury to the finger,"{'Hand or finger pain': '66', 'Hand or finger swelling': '35', 'Hand or finger stiffness or tightness': '8', 'Hand or finger weakness': '3', 'Swelling of scrotum': '3', 'Hand or finger lump or mass': '3'}"
210,Poisoning due to analgesics,"{'Depressive or psychotic symptoms': '43', 'Depression': '36', 'Vomiting': '29', 'Abusing alcohol': '24', 'Problems during pregnancy': '14', 'Low self-esteem': '8', 'Skin swelling': '8', 'Heartburn': '8', 'Hostile behavior': '8', 'Throat irritation': '8', 'Excessive anger': '8', 'Blood in stool': '8'}"
211,Atrial fibrillation,"{'Shortness of breath': '46', 'Sharp chest pain': '38', 'Palpitations': '31', 'Dizziness': '28', 'Irregular heartbeat': '26', 'Fatigue': '22', 'Increased heart rate': '21', 'Decreased heart rate': '2'}"
212,Pinworm infection,"{'Itching of the anus': '69', 'Sharp abdominal pain': '65', 'Pain of the anus': '54', 'Skin rash': '47', 'Constipation': '47', 'Itching of skin': '47', 'Painful urination': '36', 'Neck mass': '22', 'Retention of urine': '22', 'Ankle pain': '22', 'Burning abdominal pain': '22', 'Coryza': '22'}"
213,Urethral valves,"{'Side pain': '67', 'Sharp abdominal pain': '53', 'Lower abdominal pain': '42', 'Suprapubic pain': '27', 'Vomiting': '27', 'Constipation': '27', 'Blood in urine': '27', 'Skin growth': '27', 'Nausea': '27', 'Muscle swelling': '2', 'Low back weakness': '2', 'Elbow weakness': '2'}"
214,Open wound of the neck,"{'Skin lesion': '38', 'Ache all over': '25', 'Abnormal appearing skin': '21', 'Peripheral edema': '17', 'Foot or toe swelling': '6', 'Skin swelling': '6', 'Sweating': '6', 'Skin on leg or foot looks infected': '6', 'Delusions or hallucinations': '6', 'Increased heart rate': '6', 'Skin on arm or hand looks infected': '6'}"
215,Achalasia,"{'Sharp chest pain': '80', 'Difficulty in swallowing': '71', 'Back pain': '31', 'Cough': '31', 'Regurgitation': '31', 'Hurts to breath': '23', 'Throat feels tight': '23', 'Rib pain': '13', 'Lump in throat': '13', 'Cramps and spasms': '13', 'Hoarse voice': '13', 'Chest tightness': '13'}"
216,Conductive hearing loss,"{'Diminished hearing': '85', 'Ear pain': '43', 'Plugged feeling in ear': '40', 'Redness in ear': '35', 'Ringing in ear': '32', 'Dizziness': '29', 'Fluid in ear': '16', 'Difficulty speaking': '11', 'Lack of growth': '5', 'Hoarse voice': '5', 'Swollen or red tonsils': '5', 'Low self-esteem': '3'}"
217,Abdominal hernia,"{'Sharp abdominal pain': '65', 'Groin mass': '32', 'Ache all over': '29', 'Upper abdominal pain': '23', 'Groin pain': '21', 'Lower abdominal pain': '21', 'Irregular belly button': '18', 'Swollen abdomen': '12', 'Regurgitation': '6', 'Infant spitting up': '2', 'Swelling of scrotum': '2', 'Symptoms of the scrotum and testes': '2'}"
218,Cerebral palsy,"{'Seizures': '51', 'Problems with movement': '29', 'Cramps and spasms': '14', 'Difficulty eating': '6', 'Lack of growth': '6', 'Leg cramps or spasms': '4', 'Back cramps or spasms': '4', 'Blindness': '4', 'Infant feeding problem': '2', 'Swollen tongue': '2', 'Lip sore': '2', 'Tongue lesions': '2'}"
219,Marijuana abuse,"{'Drug abuse': '76', 'Abusing alcohol': '56', 'Depressive or psychotic symptoms': '50', 'Depression': '34', 'Anxiety and nervousness': '31', 'Hostile behavior': '14', 'Delusions or hallucinations': '11', 'Excessive anger': '7', 'Temper problems': '6', 'Fears and phobias': '5', 'Low self-esteem': '4', 'Difficulty speaking': '3'}"
220,Cryptococcosis,"{'Lip swelling': '63', 'Fainting': '63', 'Seizures': '63', 'Depressive or psychotic symptoms': '63', 'Shoulder swelling': '7', 'Nailbiting': '7', 'Eye strain': '7', 'Cross-eyed': '7', 'Vulvar sore': '7', 'Hip stiffness or tightness': '7', 'Itchy eyelid': '7', 'Wrist weakness': '7'}"
221,Obesity,"{'Weight gain': '56', 'Abnormal breathing sounds': '10', 'Sleepiness': '10', 'Apnea': '10', 'Excessive appetite': '4'}"
222,Indigestion,"{'Sharp abdominal pain': '74', 'Burning abdominal pain': '63', 'Nausea': '55', 'Upper abdominal pain': '47', 'Heartburn': '47', 'Vomiting': '45', 'Sharp chest pain': '42', 'Diarrhea': '29', 'Constipation': '16', 'Regurgitation': '16', 'Stomach bloating': '16', 'Decreased appetite': '12'}"
223,Bursitis,"{'Shoulder pain': '88', 'Knee pain': '55', 'Elbow pain': '47', 'Arm pain': '42', 'Elbow swelling': '36', 'Leg pain': '25', 'Hip pain': '23', 'Knee swelling': '22', 'Shoulder stiffness or tightness': '12', 'Leg swelling': '8', 'Arm stiffness or tightness': '5', 'Arm swelling': '4'}"
224,Esophageal cancer,"{'Fatigue': '32', 'Ache all over': '32', 'Weakness': '32', 'Sharp abdominal pain': '32', 'Vomiting': '32', 'Shortness of breath': '28', 'Difficulty in swallowing': '28', 'Decreased appetite': '23', 'Hoarse voice': '13', 'Mouth pain': '7', 'Changes in stool appearance': '7', 'Stomach bloating': '7'}"
225,Pulmonary congestion,"{'Shortness of breath': '85', 'Sharp chest pain': '65', 'Cough': '56', 'Difficulty breathing': '56', 'Nasal congestion': '39', 'Fever': '31', 'Chest tightness': '27', 'Congestion in chest': '27', 'Weakness': '21', 'Fluid retention': '15', 'Leg swelling': '15', 'Decreased heart rate': '8'}"
226,Juvenile rheumatoid arthritis,"{'Knee pain': '52', 'Joint pain': '37', 'Back pain': '26', 'Ankle pain': '19', 'Hand or finger pain': '19', 'Hand or finger swelling': '19', 'Problems with movement': '10', 'Bones are painful': '10', 'Wrist swelling': '10', 'Ankle swelling': '10', 'Pelvic pain': '10', 'Knee swelling': '10'}"
227,Actinic keratosis,"{'Abnormal appearing skin': '72', 'Skin lesion': '70', 'Skin dryness peeling scaliness or roughness': '54', 'Skin growth': '34', 'Skin rash': '26', 'Irregular appearing scalp': '24', 'Skin moles': '21', 'Skin swelling': '19', 'Itching of skin': '18', 'Skin irritation': '13', 'Warts': '7', 'Symptoms of the face': '7'}"
228,Acute otitis media,"{'Ear pain': '84', 'Fever': '70', 'Cough': '67', 'Nasal congestion': '58', 'Redness in ear': '46', 'Fluid in ear': '42', 'Sore throat': '40', 'Coryza': '35', 'Pulling at ears': '35', 'Vomiting': '24', 'Diminished hearing': '24', 'Plugged feeling in ear': '20'}"
229,Astigmatism,"{'Diminished vision': '70', 'Symptoms of eye': '29', 'Lacrimation': '24', 'Spots or clouds in vision': '20', 'Eye redness': '16', 'Itchiness of eye': '16', 'Pain in eye': '16', 'Foreign body sensation in eye': '11', 'Eye deviation': '9', 'Eye moves abnormally': '9', 'Cross-eyed': '6', 'Double vision': '6'}"
230,Tuberous sclerosis,"{'Seizures': '85', 'Cramps and spasms': '45', 'Delusions or hallucinations': '45', 'Symptoms of the kidneys': '45', 'Shoulder pain': '45', 'Depressive or psychotic symptoms': '45', 'Difficulty speaking': '45', 'Elbow weakness': '3', 'Underweight': '3', 'Excessive growth': '3', 'Low back weakness': '3', 'Feeling hot and cold': '3'}"
231,Empyema,"{'Cough': '69', 'Shortness of breath': '63', 'Hurts to breath': '44', 'Back pain': '44', 'Sharp chest pain': '44', 'Coryza': '44', 'Skin rash': '28', 'Leg pain': '28', 'Skin lesion': '28', 'Sharp abdominal pain': '28', 'Difficulty breathing': '28', 'Abnormal appearing skin': '28'}"
232,Presbyacusis,"{'Diminished hearing': '91', 'Dizziness': '70', 'Ringing in ear': '59', 'Ear pain': '41', 'Neck stiffness or tightness': '41', 'Elbow weakness': '3', 'Excessive growth': '3', 'Feeling hot and cold': '3', 'Wrist weakness': '3', 'Low back weakness': '3', 'Emotional symptoms': '3', 'Elbow cramps or spasms': '3'}"
233,Neonatal jaundice,"{'Jaundice': '86', 'Infant feeding problem': '24', 'Irritable infant': '10', 'Changes in stool appearance': '7', 'Irregular belly button': '4', 'Fluid in ear': '4', 'Recent weight loss': '4', 'Drainage in throat': '4', 'Infant spitting up': '4', 'Lack of growth': '4', 'Irregular appearing scalp': '4', 'Flatulence': '4'}"
234,Chronic obstructive pulmonary disease (COPD),"{'Cough': '83', 'Shortness of breath': '70', 'Nasal congestion': '54', 'Fever': '49', 'Sore throat': '42', 'Difficulty breathing': '39', 'Sharp chest pain': '39', 'Coryza': '31', 'Wheezing': '25', 'Coughing up sputum': '23', 'Congestion in chest': '22', 'Chest tightness': '12'}"
235,Dislocation of the elbow,"{'Arm pain': '77', 'Elbow pain': '67', 'Arm stiffness or tightness': '51', 'Depression': '28', 'Wrist pain': '25', 'Arm weakness': '10', 'Elbow swelling': '10', 'Irritable infant': '5', 'Arm swelling': '5'}"
236,Spondylosis,"{'Low back pain': '77', 'Back pain': '70', 'Neck pain': '66', 'Leg pain': '55', 'Hip pain': '40', 'Shoulder pain': '35', 'Arm pain': '30', 'Loss of sensation': '27', 'Ache all over': '26', 'Knee pain': '24', 'Lower body pain': '17', 'Paresthesia': '12'}"
237,Herpangina,"{'Fever': '92', 'Skin rash': '69', 'Sore throat': '62', 'Vomiting': '58', 'Mouth ulcer': '47', 'Decreased appetite': '40', 'Cough': '35', 'Insomnia': '16', 'Abnormal appearing skin': '16', 'Tongue lesions': '12', 'Swollen lymph nodes': '12', 'Redness in ear': '12'}"
238,Injury to the shoulder,"{'Shoulder pain': '94', 'Arm pain': '50', 'Neck pain': '39', 'Back pain': '28', 'Elbow pain': '9', 'Shoulder stiffness or tightness': '8', 'Lower body pain': '8', 'Arm stiffness or tightness': '6', 'Shoulder swelling': '4', 'Bones are painful': '4', 'Arm weakness': '2', 'Muscle cramps contractures or spasms': '2'}"
239,Poisoning due to antidepressants,"{'Depression': '52', 'Disturbance of memory': '34', 'Drug abuse': '34', 'Headache': '34', 'Sleepiness': '21', 'Abusing alcohol': '21', 'Allergic reaction': '21', 'Weakness': '21', 'Fainting': '21', 'Muscle pain': '21', 'Emotional symptoms': '1', 'Back weakness': '1'}"
240,Infection of open wound,"{'Abnormal appearing skin': '46', 'Leg pain': '29', 'Fever': '29', 'Hand or finger swelling': '22', 'Skin lesion': '22', 'Skin on arm or hand looks infected': '22', 'Leg swelling': '22', 'Chills': '22', 'Fluid retention': '12', 'Insomnia': '12', 'Decreased appetite': '12', 'Skin swelling': '12'}"
241,Deep vein thrombosis (DVT),"{'Leg pain': '66', 'Leg swelling': '57', 'Abnormal appearing skin': '15', 'Peripheral edema': '15', 'Arm swelling': '10', 'Paresthesia': '10', 'Foot or toe swelling': '8', 'Ankle swelling': '4', 'Leg stiffness or tightness': '4', 'Leg cramps or spasms': '3', 'Leg lump or mass': '3', 'Disturbance of smell or taste': '3'}"
242,Protein deficiency,"{'Weakness': '52', 'Nausea': '42', 'Vomiting': '34', 'Decreased appetite': '34', 'Ache all over': '34', 'Fatigue': '26', 'Depression': '26', 'Dizziness': '26', 'Shortness of breath': '26', 'Sharp abdominal pain': '26', 'Constipation': '15', 'Smoking problems': '15'}"
243,Myoclonus,"{'Abnormal involuntary movements': '85', 'Seizures': '68', 'Eye moves abnormally': '19', 'Problems with movement': '19', 'Fainting': '19', 'Drainage in throat': '19', 'Sleepiness': '19', 'Arm cramps or spasms': '19', 'Disturbance of memory': '19', 'Insomnia': '19', 'Loss of sensation': '19', 'Muscle swelling': '1'}"
244,Bone spur of the calcaneous,"{'Foot or toe pain': '94', 'Ankle pain': '50', 'Foot or toe swelling': '32', 'Leg pain': '24', 'Paresthesia': '14', 'Problems with movement': '14', 'Joint pain': '14', 'Weight gain': '14', 'Muscle pain': '14', 'Elbow pain': '14', 'Heartburn': '14', 'Ankle swelling': '14'}"
245,Von Willebrand disease,"{'Nosebleed': '58', 'Itchy scalp': '20', 'Fatigue': '20', 'Long menstrual periods': '20', 'Wrist pain': '20', 'Blood in stool': '20', 'Arm pain': '20', 'Heavy menstrual flow': '20', 'Burning abdominal pain': '20', 'Muscle swelling': '1', 'Low back weakness': '1', 'Abnormal size or shape of ear': '1'}"
246,Open wound of the back,"{'Skin lesion': '23', 'Lower body pain': '18', 'Weight gain': '13', 'Throat feels tight': '7', 'Irregular heartbeat': '7', 'Lymphedema': '7', 'Skin growth': '7'}"
247,Heart block,"{'Sharp chest pain': '48', 'Shortness of breath': '46', 'Dizziness': '39', 'Fainting': '33', 'Weakness': '29', 'Palpitations': '24', 'Chest tightness': '18', 'Peripheral edema': '15', 'Decreased heart rate': '12', 'Weight gain': '12', 'Increased heart rate': '12', 'Irregular heartbeat': '8'}"
248,Colonic polyp,"{'Rectal bleeding': '42', 'Blood in stool': '35', 'Constipation': '31', 'Sharp abdominal pain': '31', 'Diarrhea': '28', 'Upper abdominal pain': '17', 'Heartburn': '13', 'Pain of the anus': '11', 'Regurgitation': '11', 'Flatulence': '6', 'Changes in stool appearance': '6', 'Discharge in stools': '6'}"
249,Hypospadias,"{'Retention of urine': '29', 'Recent weight loss': '17', 'Unusual color or odor to urine': '17', 'Symptoms of the scrotum and testes': '17', 'Skin growth': '17', 'Suprapubic pain': '17', 'Penis pain': '17', 'Jaundice': '17'}"
250,Magnesium deficiency,"{'Dizziness': '49', 'Sharp abdominal pain': '49', 'Leg pain': '43', 'Sharp chest pain': '36', 'Palpitations': '36', 'Vomiting': '36', 'Weakness': '36', 'Seizures': '36', 'Shortness of breath': '27', 'Nausea': '27', 'Diarrhea': '27', 'Leg cramps or spasms': '27'}"
251,Female infertility of unknown cause,"{'Infertility': '92', 'Unpredictable menstruation': '15', 'Long menstrual periods': '6', 'Scanty menstrual flow': '3', 'Unwanted hair': '2', 'Absence of menstruation': '2', 'Bleeding or discharge from nipple': '2', 'Loss of sex drive': '2', 'Pain during intercourse': '2', 'Irregular belly button': '2'}"
252,Pericarditis,"{'Sharp chest pain': '88', 'Shortness of breath': '66', 'Difficulty breathing': '45', 'Chest tightness': '45', 'Sharp abdominal pain': '28', 'Nausea': '28', 'Irregular heartbeat': '21', 'Fainting': '21', 'Palpitations': '21', 'Lower body pain': '12', 'Hurts to breath': '12', 'Lymphedema': '12'}"
253,Attention deficit hyperactivity disorder (ADHD),"{'Depressive or psychotic symptoms': '53', 'Depression': '34', 'Anxiety and nervousness': '32', 'Hostile behavior': '17', 'Excessive anger': '17', 'Restlessness': '15', 'Temper problems': '9', 'Drug abuse': '8', 'Obsessions and compulsions': '8', 'Low self-esteem': '4', 'Lack of growth': '4', 'Antisocial behavior': '2'}"
254,Neuromyelitis optica,"{'Painful urination': '77', 'Ache all over': '77', 'Arm pain': '77', 'Loss of sensation': '77', 'Weakness': '77', 'Diminished vision': '77', 'Vulvar sore': '11', 'Excessive growth': '11', 'Knee lump or mass': '11', 'Nailbiting': '11', 'Shoulder swelling': '11', 'Neck cramps or spasms': '11'}"
